AÑO;MES;CONCESION;ENTIDAD PRESTADORA;FERROCARRIL;TIPO DE MATERIAL RODANTE; KM RECORRIDOS 
2022;7;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,236,625 
2022;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2022;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; 939 
2022;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 76,739 
2022;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,195,688 
2022;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2022;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2022;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 71,953 
2022;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,160,258 
2022;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2022;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2022;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 74,011 
2022;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,146,973 
2022;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2022;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2022;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 72,710 
2022;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,138,945 
2022;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2022;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2022;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 73,200 
2022;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,163,916 
2023;1;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;1;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;1;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 77,591 
2023;1;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,129,054 
2023;2;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;2;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;2;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 66,870 
2023;2;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 932,975 
2023;3;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;3;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;3;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 72,096 
2023;3;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,028,501 
2023;4;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;4;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;4;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 70,347 
2023;4;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 910,094 
2023;5;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;5;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;5;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 67,014 
2023;5;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 907,212 
2023;6;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;6;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;6;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 70,561 
2023;6;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,020,619 
2023;7;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;7;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;7;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 72,383 
2023;7;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,018,709 
2023;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 60,129 
2023;8;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 829,515 
2023;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 71,945 
2023;9;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,045,486 
2023;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; -   
2023;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 71,354 
2023;10;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,042,078 
2023;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; 57 
2023;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 66,322 
2023;11;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 953,448 
2023;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;AUTOVAGONES; -   
2023;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;COCHES; 89 
2023;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;LOCOMOTORAS; 71,259 
2023;12;FERROCARRIL DEL CENTRO;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES; 1,054,779 
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;102,172.40
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;182,203.40
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;51,937.30
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;24,892.80
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;198,357.70
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;217,243.70
2019;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;1,817,828.90
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;83,564.40
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;147,965.60
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;43,389.90
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;21,346.90
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;62,090.00
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;93,005.40
2019;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;757,024.40
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;108,934.20
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;194,298.80
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;50,667.80
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;24,798.60
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;214,291.10
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;92,921.80
2019;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;683,845.60
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;132,444.20
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;205,613.70
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;50,271.50
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;24,260.90
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;220,312.40
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;165,315.00
2019;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;1,293,206.40
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;153,587.10
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;290,982.10
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;69,541.20
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;24,202.50
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;247,827.40
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;221,380.80
2019;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;1,768,494.60
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;143,570.70
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;282,713.10
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;67,818.20
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;25,442.90
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;211,004.40
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;217,557.30
2019;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;1,815,166.40
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES;164,200.20
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES;312,004.30
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS;70,057.90
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;25,511.60
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES;0
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES;180,689.10
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;119,423.20
2019;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES;906,385.20
2019;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS;175,705.80
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 102,997 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 196,420 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 52,525 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 23,576 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 201,645 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 216,026 
2020;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,766,050 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 91,096 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 167,823 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 47,481 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 23,728 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 59,552 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 156,372 
2020;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,339,732 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 49,957 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 104,302 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 29,249 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 13,115 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 95,337 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 139,626 
2020;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,139,099 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 24 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 5,451 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 2,936 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 3,018 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 43,014 
2020;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 388,766 
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; -   
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 2,036 
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 2,007 
