AÑO;MES;CONCESION;ENTIDAD PRESTADORA;FERROCARRIL;TIPO DE MATERIAL RODANTE; KM RECORRIDOS 
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 2,825 
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 155,426 
2020;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,463,009 
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; -   
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 3,038 
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 2,039 
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 3,575 
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 187,879 
2020;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,778,066 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 2,731 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 16,588 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 5,833 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 6,015 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 135,033 
2020;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,287,610 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 528 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 43,835 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 14,381 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 11,535 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 119,942 
2020;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,138,298 
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; -   
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 34,795 
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 11,136 
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 10,371 
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 195,117 
2020;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,814,497 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 2,298 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 40,835 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 12,847 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 12,878 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 175,444 
2020;10;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,627,284 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 12,326 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 119,636 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 31,375 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 18,098 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 205,694 
2020;11;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,909,199 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 16,434 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 109,725 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 27,168 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 15,307 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 93,306 
2020;12;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 893,861 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 12,490 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 105,401 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 29,703 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 21,007 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; -   
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 1,300 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 172,643 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,617,751 
2021;1;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 18,201 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 1,166 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 40,030 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 15,041 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 16,525 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 1,916 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 1,786 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 191,718 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,769,442 
2021;2;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 8,870 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 9,217 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 64,664 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 22,510 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 17,910 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 1,888 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 283 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 2,100 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 187,978 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,740,464 
2021;3;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 6,353 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 9,084 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 73,339 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 24,843 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 14,360 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 1,957 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 790 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 12,260 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 190,881 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,773,792 
2021;4;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 13,125 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 12,832 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 114,430 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 40,292 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 16,771 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 2,886 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; -   
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 12,260 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 222,626 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 2,019,665 
2021;5;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 9,002 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 18,401 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 133,776 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 43,960 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 16,320 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 2,227 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 1,157 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; 7,712 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 188,149 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,723,390 
2021;6;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 17,137 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 29,586 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 170,348 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 46,811 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES;18770.8
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 1,757 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; 2,168 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 133,676 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,253,824 
2021;7;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 15,353 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 23,064 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 202,332 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 50,499 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 19,213 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES DE TRABAJO; 1,413 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROVÍAS CENTRAL ANDINA S.A.  ;FERROCARRIL DEL CENTRO;VAGONES DE TRABAJO; -   
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;AUTOVAGONES; -   
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;COCHES; -   
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;LOCOMOTORAS; 177,391 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES; 1,644,428 
2021;8;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DEL SUR;VAGONES DE TRABAJO; 10,904 
2021;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;AUTOVAGONES; 22,628 
2021;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;COCHES; 187,987 
2021;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;LOCOMOTORAS; 50,027 
2021;9;FERROCARRIL DEL SUR Y SUR - ORIENTE;FERROCARRIL TRANSANDINO S.A.;FERROCARRIL DE SUR ORIENTE;VAGONES; 19,193 
